sender_account,receiver_account,transaction_amount,timestamp,is_fraud
N_001276,N_001203,14.4,2023-05-14 13:00:00,0
N_001723,N_000509,3208.95,2023-05-14 13:00:00,0
N_000013,M_REC_000026,172.12,2023-05-14 13:00:00,1
N_000914,N_000691,2101.68,2023-05-14 13:00:00,0
N_001047,N_000065,1494.07,2023-05-14 13:00:00,0
N_001139,N_000040,4443.57,2023-05-14 14:00:00,0
N_000042,M_REC_000227,108.67,2023-05-14 14:00:00,1
N_000935,N_000516,2225.19,2023-05-14 14:00:00,0
M_ACT_000041,N_001960,200.0,2023-05-14 14:00:00,1
N_000336,N_000671,1345.17,2023-05-14 14:00:00,0
N_000378,N_001057,746.0,2023-05-14 14:00:00,0
N_001531,N_001202,4137.83,2023-05-14 14:00:00,0
N_000043,M_REC_000455,48.85,2023-05-14 15:00:00,1
N_000567,N_001568,925.03,2023-05-14 15:00:00,0
N_001159,N_001955,1026.24,2023-05-14 15:00:00,0
N_000005,M_ACT_000041,100.0,2023-05-14 15:00:00,1
N_001493,N_000618,5000.0,2023-05-14 15:00:00,0
N_000832,N_001775,130.11,2023-05-14 15:00:00,0
N_000038,M_REC_000223,18.82,2023-05-14 15:00:00,1
N_000012,M_REC_000362,123.52,2023-05-14 15:00:00,1
N_000021,M_REC_000248,125.86,2023-05-14 15:00:00,1
M_ACT_000508,N_001989,500.0,2023-05-14 15:00:00,1
N_000218,N_001348,4662.05,2023-05-14 16:00:00,0
N_001398,N_001466,151.93,2023-05-14 16:00:00,0
N_000022,M_REC_000388,187.86,2023-05-14 16:00:00,1
N_000621,N_000582,166.95,2023-05-14 16:00:00,0
N_000215,N_001228,5000.0,2023-05-14 17:00:00,0
N_001015,N_000743,2259.36,2023-05-14 17:00:00,0
N_000032,M_REC_000553,79.24,2023-05-14 17:00:00,1
N_000044,M_REC_000333,72.66,2023-05-14 17:00:00,1
N_000038,M_ACT_000153,100.0,2023-05-14 18:00:00,1
N_000006,N_001057,795.85,2023-05-14 18:00:00,0
N_000038,M_REC_000201,175.36,2023-05-14 18:00:00,1
N_001458,N_000293,1432.28,2023-05-14 18:00:00,0
N_000776,N_001452,144.68,2023-05-14 19:00:00,0
N_000005,M_REC_000536,182.07,2023-05-14 19:00:00,1
N_000908,N_001950,2093.82,2023-05-14 19:00:00,0
M_ACT_000153,N_001955,100.0,2023-05-14 19:00:00,1
N_000017,M_REC_000398,192.88,2023-05-14 19:00:00,1
N_000014,M_ACT_000232,50.0,2023-05-14 19:00:00,1
N_000473,N_000161,909.79,2023-05-14 19:00:00,0
N_000951,N_001933,1808.64,2023-05-14 19:00:00,0
N_000618,N_001386,452.66,2023-05-14 19:00:00,0
N_001067,N_000657,87.94,2023-05-14 19:00:00,0
N_000030,M_ACT_000207,200.0,2023-05-14 19:00:00,1
N_000042,M_REC_000448,195.32,2023-05-14 19:00:00,1
N_001297,N_001850,860.98,2023-05-14 19:00:00,0
N_000044,M_ACT_000034,100.0,2023-05-14 19:00:00,1
N_000899,N_000362,105.48,2023-05-14 19:00:00,0
N_001361,N_001950,1465.47,2023-05-14 20:00:00,0
N_001616,N_001105,1547.3,2023-05-14 20:00:00,0
N_001500,N_000149,5000.0,2023-05-14 20:00:00,0
N_000002,M_REC_000089,161.02,2023-05-14 20:00:00,1
N_000002,M_REC_000384,191.02,2023-05-14 20:00:00,1
N_001493,N_001618,689.84,2023-05-14 20:00:00,0
N_001441,N_001983,4629.1,2023-05-14 20:00:00,0
N_001818,N_001672,408.74,2023-05-14 21:00:00,0
N_000040,M_REC_000169,152.88,2023-05-14 21:00:00,1
N_001973,N_000899,205.43,2023-05-14 21:00:00,0
N_001918,N_000808,2869.16,2023-05-14 21:00:00,0
N_000024,M_ACT_000078,200.0,2023-05-14 22:00:00,1
N_000545,N_001461,2427.69,2023-05-14 22:00:00,0
N_000006,M_ACT_000411,200.0,2023-05-14 22:00:00,1
N_000044,M_REC_000284,129.12,2023-05-14 22:00:00,1
N_000980,N_000430,5000.0,2023-05-14 22:00:00,0
N_000037,M_ACT_000411,500.0,2023-05-14 22:00:00,1
N_000790,N_001551,190.11,2023-05-14 22:00:00,0
N_000033,M_REC_000333,110.6,2023-05-14 22:00:00,1
N_001752,N_000466,1593.27,2023-05-14 23:00:00,0
N_000034,M_ACT_000041,100.0,2023-05-14 23:00:00,1
M_ACT_000411,N_001984,500.0,2023-05-14 23:00:00,1
N_000010,N_000324,44.97,2023-05-14 23:00:00,0
N_000012,M_LAU_000005,11215.88,2023-05-15 00:00:00,1
N_000018,M_LAU_000394,28820.11,2023-05-15 00:00:00,1
M_ACT_000034,N_001953,100.0,2023-05-15 00:00:00,1
N_000030,M_EXT_000408,100.0,2023-05-15 00:00:00,1
N_001873,N_000212,467.27,2023-05-15 00:00:00,0
N_000005,M_EXT_000423,2000.0,2023-05-15 00:00:00,1
N_000019,M_LAU_000006,26726.28,2023-05-15 00:00:00,1
N_000049,M_EXT_000184,619.75,2023-05-15 00:00:00,1
N_000023,M_LAU_000420,25996.85,2023-05-15 00:00:00,1
N_000028,M_EXT_000249,2000.0,2023-05-15 00:00:00,1
N_000009,M_EXT_000265,100.0,2023-05-15 00:00:00,1
N_000047,M_REC_000123,138.16,2023-05-15 00:00:00,1
N_000030,M_EXT_000051,1596.34,2023-05-15 00:00:00,1
N_000044,M_EXT_000020,100.0,2023-05-15 00:00:00,1
N_000005,M_EXT_000436,100.0,2023-05-15 00:00:00,1
N_000000,M_EXT_000387,775.17,2023-05-15 00:00:00,1
N_000047,M_EXT_000011,197.32,2023-05-15 00:00:00,1
N_000028,M_EXT_000385,1118.37,2023-05-15 00:00:00,1
N_000043,M_ACT_000395,200.0,2023-05-15 00:00:00,1
N_000039,M_LAU_000281,12651.43,2023-05-15 00:00:00,1
N_000012,M_LAU_000473,14351.12,2023-05-15 00:00:00,1
N_000033,M_LAU_000034,32214.33,2023-05-15 00:00:00,1
N_000021,M_EXT_000371,1744.56,2023-05-15 00:00:00,1
N_000010,M_LAU_000268,49926.11,2023-05-15 00:00:00,1
N_000967,N_000016,5000.0,2023-05-15 00:00:00,0
N_000028,M_EXT_000061,265.07,2023-05-15 00:00:00,1
N_000019,M_LAU_000120,21579.17,2023-05-15 00:00:00,1
N_000016,M_EXT_000066,2000.0,2023-05-15 00:00:00,1
N_000029,M_EXT_000299,100.0,2023-05-15 00:00:00,1
N_000024,M_EXT_000104,108.37,2023-05-15 00:00:00,1
N_000028,M_EXT_000092,155.31,2023-05-15 00:00:00,1
N_000046,M_EXT_000077,100.0,2023-05-15 00:00:00,1
N_000023,M_EXT_000289,100.0,2023-05-15 00:00:00,1
N_000019,M_EXT_000508,141.6,2023-05-15 00:00:00,1
N_000007,M_LAU_000280,22795.1,2023-05-15 00:00:00,1
N_000036,M_EXT_000370,565.99,2023-05-15 00:00:00,1
N_000006,M_EXT_000510,2000.0,2023-05-15 00:00:00,1
N_000027,M_EXT_000477,253.38,2023-05-15 00:00:00,1
N_000039,M_EXT_000088,2000.0,2023-05-15 00:00:00,1
N_000003,M_REC_000036,125.58,2023-05-15 01:00:00,1
N_001578,N_001105,1330.18,2023-05-15 01:00:00,0
N_000620,N_001998,260.55,2023-05-15 01:00:00,0
M_ACT_000411,N_001991,200.0,2023-05-15 01:00:00,1
M_LAU_000006,N_001960,4211.03,2023-05-15 01:00:00,1
M_LAU_000034,N_001963,5810.22,2023-05-15 01:00:00,1
N_001960,N_000120,2449.67,2023-05-15 01:00:00,0
M_LAU_000034,N_001994,6097.81,2023-05-15 01:00:00,1
N_000110,N_000624,82.15,2023-05-15 01:00:00,0
M_LAU_000394,N_001995,3976.17,2023-05-15 01:00:00,1
N_001398,N_000681,2133.18,2023-05-15 01:00:00,0
M_LAU_000281,N_001966,1493.83,2023-05-15 01:00:00,1
M_ACT_000078,N_001962,200.0,2023-05-15 01:00:00,1
N_000031,M_REC_000158,126.94,2023-05-15 02:00:00,1
M_LAU_000005,N_001997,2225.7,2023-05-15 02:00:00,1
N_000011,M_REC_000177,58.89,2023-05-15 02:00:00,1
M_ACT_000041,N_001966,100.0,2023-05-15 02:00:00,1
N_001394,N_001859,2597.68,2023-05-15 02:00:00,0
M_LAU_000281,N_001995,1569.11,2023-05-15 02:00:00,1
N_000199,N_001736,5000.0,2023-05-15 02:00:00,0
M_LAU_000420,N_001958,3029.71,2023-05-15 02:00:00,1
N_000414,N_001215,314.19,2023-05-15 02:00:00,0
M_LAU_000420,N_001977,3091.91,2023-05-15 02:00:00,1
N_001260,N_001713,60.78,2023-05-15 02:00:00,0
N_001289,N_001325,1866.93,2023-05-15 02:00:00,0
N_000061,N_000942,2781.22,2023-05-15 02:00:00,0
N_001561,N_000063,4917.79,2023-05-15 02:00:00,0
M_LAU_000268,N_001952,5843.37,2023-05-15 02:00:00,1
N_000002,M_ACT_000411,200.0,2023-05-15 03:00:00,1
N_000049,M_REC_000039,98.2,2023-05-15 03:00:00,1
N_001732,N_001946,1173.85,2023-05-15 03:00:00,0
N_000040,M_REC_000507,49.8,2023-05-15 03:00:00,1
M_LAU_000473,N_001954,3515.98,2023-05-15 03:00:00,1
N_001731,N_000041,601.93,2023-05-15 03:00:00,0
N_000017,M_REC_000586,159.51,2023-05-15 03:00:00,1
N_000995,N_001026,401.29,2023-05-15 03:00:00,0
M_ACT_000395,N_001995,200.0,2023-05-15 03:00:00,1
N_000842,N_000200,2754.14,2023-05-15 03:00:00,0
N_001178,N_001414,4604.15,2023-05-15 03:00:00,0
M_LAU_000034,N_001962,5963.41,2023-05-15 03:00:00,1
M_LAU_000120,N_001991,2431.46,2023-05-15 03:00:00,1
N_000041,M_ACT_000397,50.0,2023-05-15 03:00:00,1
M_LAU_000120,N_001966,2576.47,2023-05-15 03:00:00,1
N_000138,N_000722,2194.26,2023-05-15 03:00:00,0
M_LAU_000268,N_001981,5691.39,2023-05-15 03:00:00,1
M_LAU_000280,N_001973,3176.6,2023-05-15 04:00:00,1
M_LAU_000005,N_001966,2159.87,2023-05-15 04:00:00,1
M_LAU_000420,N_001989,3230.74,2023-05-15 04:00:00,1
N_000026,M_REC_000015,46.51,2023-05-15 04:00:00,1
N_000034,M_ACT_000391,500.0,2023-05-15 04:00:00,1
M_LAU_000268,N_001984,5647.23,2023-05-15 04:00:00,1
M_LAU_000268,N_001964,6224.56,2023-05-15 04:00:00,1
N_001410,N_001444,294.86,2023-05-15 04:00:00,0
M_LAU_000420,N_001993,3236.84,2023-05-15 04:00:00,1
N_000878,N_000249,5000.0,2023-05-15 04:00:00,0
N_001880,N_000197,1118.84,2023-05-15 04:00:00,0
N_001512,N_001041,2187.82,2023-05-15 05:00:00,0
M_LAU_000268,N_001958,5955.05,2023-05-15 05:00:00,1
N_000631,N_001570,39.48,2023-05-15 05:00:00,0
N_001708,N_001296,556.33,2023-05-15 05:00:00,0
M_LAU_000280,N_001957,3224.29,2023-05-15 05:00:00,1
M_ACT_000397,N_001976,50.0,2023-05-15 05:00:00,1
M_LAU_000006,N_001961,4256.18,2023-05-15 05:00:00,1
N_000378,N_001138,5000.0,2023-05-15 05:00:00,0
M_LAU_000420,N_001953,3224.74,2023-05-15 05:00:00,1
M_LAU_000394,N_001961,3939.73,2023-05-15 05:00:00,1
N_001951,N_001922,3312.36,2023-05-15 05:00:00,0
M_LAU_000280,N_001972,3217.83,2023-05-15 05:00:00,1
N_001134,N_001507,5000.0,2023-05-15 05:00:00,0
N_000037,M_REC_000396,196.9,2023-05-15 05:00:00,1
N_000032,M_ACT_000034,200.0,2023-05-15 05:00:00,1
N_000023,M_ACT_000436,100.0,2023-05-15 06:00:00,1
N_001928,N_001798,414.36,2023-05-15 06:00:00,0
M_ACT_000411,N_001960,200.0,2023-05-15 06:00:00,1
M_LAU_000268,N_001956,5835.36,2023-05-15 06:00:00,1
M_LAU_000281,N_001955,1571.1,2023-05-15 06:00:00,1
M_LAU_000034,N_001962,5922.37,2023-05-15 06:00:00,1
N_000000,M_ACT_000397,50.0,2023-05-15 06:00:00,1
N_001232,N_000434,147.22,2023-05-15 06:00:00,0
N_000713,N_000914,465.84,2023-05-15 06:00:00,0
N_000905,N_000739,5000.0,2023-05-15 06:00:00,0
M_LAU_000420,N_001961,3241.5,2023-05-15 06:00:00,1
M_LAU_000280,N_001961,3022.43,2023-05-15 07:00:00,1
N_001811,N_001632,5000.0,2023-05-15 07:00:00,0
N_001198,N_000131,129.07,2023-05-15 07:00:00,0
N_001141,N_001639,157.97,2023-05-15 07:00:00,0
N_001732,N_001677,1290.03,2023-05-15 07:00:00,0
M_LAU_000268,N_001958,6058.16,2023-05-15 07:00:00,1
N_000025,M_ACT_000411,100.0,2023-05-15 07:00:00,1
M_LAU_000473,N_001965,3471.63,2023-05-15 07:00:00,1
N_001905,N_001806,1377.71,2023-05-15 07:00:00,0
M_LAU_000281,N_001970,1572.48,2023-05-15 07:00:00,1
M_LAU_000005,N_001981,2159.65,2023-05-15 08:00:00,1
M_LAU_000120,N_001953,2461.6,2023-05-15 08:00:00,1
N_000397,N_001696,76.5,2023-05-15 08:00:00,0
M_LAU_000280,N_001959,3196.71,2023-05-15 08:00:00,1
N_000290,N_001495,557.5,2023-05-15 08:00:00,0
N_001539,N_000192,1989.86,2023-05-15 08:00:00,0
N_001702,N_001600,5000.0,2023-05-15 08:00:00,0
N_000512,N_000162,5000.0,2023-05-15 08:00:00,0
N_000296,N_000258,4852.47,2023-05-15 08:00:00,0
N_000932,N_001031,413.86,2023-05-15 08:00:00,0
N_001272,N_000431,3153.45,2023-05-15 08:00:00,0
M_ACT_000436,N_001973,100.0,2023-05-15 08:00:00,1
M_LAU_000394,N_001959,3962.72,2023-05-15 09:00:00,1
N_001500,N_001789,632.43,2023-05-15 09:00:00,0
M_LAU_000394,N_001953,3845.35,2023-05-15 09:00:00,1
M_LAU_000120,N_001987,2616.96,2023-05-15 09:00:00,1
M_LAU_000280,N_001955,3068.74,2023-05-15 09:00:00,1
M_LAU_000120,N_001957,2510.84,2023-05-15 09:00:00,1
M_LAU_000120,N_001992,2553.19,2023-05-15 09:00:00,1
N_001532,N_000939,378.0,2023-05-15 09:00:00,0
N_000026,M_REC_000222,154.3,2023-05-15 09:00:00,1
M_LAU_000281,N_001980,1459.03,2023-05-15 09:00:00,1
N_001241,N_001170,3961.51,2023-05-15 09:00:00,0
M_LAU_000281,N_001952,1570.48,2023-05-15 09:00:00,1
N_000464,N_001151,3610.09,2023-05-15 09:00:00,0
M_LAU_000268,N_001971,6228.91,2023-05-15 09:00:00,1
M_ACT_000034,N_001987,200.0,2023-05-15 09:00:00,1
M_LAU_000473,N_001997,3292.43,2023-05-15 09:00:00,1
N_001006,N_000894,1009.07,2023-05-15 10:00:00,0
M_LAU_000006,N_001969,4035.15,2023-05-15 10:00:00,1
N_000000,M_REC_000587,76.68,2023-05-15 10:00:00,1
N_001207,N_000363,233.89,2023-05-15 10:00:00,0
N_000032,M_REC_000580,95.5,2023-05-15 10:00:00,1
M_LAU_000394,N_001989,3885.45,2023-05-15 10:00:00,1
M_LAU_000473,N_001957,3240.05,2023-05-15 10:00:00,1
N_000028,M_REC_000474,25.46,2023-05-15 10:00:00,1
M_LAU_000006,N_001989,4358.99,2023-05-15 10:00:00,1
M_LAU_000281,N_001976,1497.07,2023-05-15 10:00:00,1
N_000012,M_REC_000199,171.8,2023-05-15 10:00:00,1
N_000955,N_001682,1009.78,2023-05-15 10:00:00,0
N_000044,M_ACT_000391,200.0,2023-05-15 10:00:00,1
M_LAU_000420,N_001998,3156.55,2023-05-15 10:00:00,1
N_000381,N_000291,78.54,2023-05-15 10:00:00,0
N_001374,N_000780,171.54,2023-05-15 10:00:00,0
N_000071,N_001900,45.48,2023-05-15 10:00:00,0
N_001705,N_000612,5000.0,2023-05-15 10:00:00,0
M_LAU_000281,N_001987,1561.22,2023-05-15 10:00:00,1
M_LAU_000280,N_001989,3175.45,2023-05-15 10:00:00,1
N_000621,N_000972,541.43,2023-05-15 10:00:00,0
M_LAU_000005,N_001971,2155.73,2023-05-15 11:00:00,1
N_000009,M_REC_000469,48.55,2023-05-15 11:00:00,1
M_LAU_000394,N_001994,3759.65,2023-05-15 11:00:00,1
N_000983,N_000024,940.61,2023-05-15 11:00:00,0
M_LAU_000120,N_001956,2651.11,2023-05-15 11:00:00,1
M_LAU_000034,N_001993,6345.2,2023-05-15 11:00:00,1
N_000035,M_REC_000433,19.77,2023-05-15 11:00:00,1
M_ACT_000397,N_001983,50.0,2023-05-15 11:00:00,1
N_001442,N_000380,5000.0,2023-05-15 12:00:00,0
M_LAU_000006,N_001972,4214.64,2023-05-15 12:00:00,1
M_LAU_000005,N_001991,2115.99,2023-05-15 12:00:00,1
N_000021,M_REC_000521,77.23,2023-05-15 12:00:00,1
M_LAU_000420,N_001959,3079.54,2023-05-15 12:00:00,1
N_000380,N_001238,3718.33,2023-05-15 12:00:00,0
N_000756,N_001386,10.0,2023-05-15 12:00:00,0
N_000031,M_ACT_000391,500.0,2023-05-15 12:00:00,1
N_001302,N_000596,338.82,2023-05-15 12:00:00,0
M_LAU_000394,N_001964,3906.05,2023-05-15 12:00:00,1
M_LAU_000120,N_001975,2611.9,2023-05-15 12:00:00,1
N_000005,N_001769,1031.3,2023-05-15 12:00:00,0
M_LAU_000006,N_001969,4202.04,2023-05-15 12:00:00,1
N_001627,N_001804,5000.0,2023-05-15 12:00:00,0
N_001537,N_001240,915.29,2023-05-15 12:00:00,0
N_000028,N_001471,94.17,2023-05-15 13:00:00,0
N_000028,M_REC_000117,168.41,2023-05-15 13:00:00,1
N_000481,N_000216,5000.0,2023-05-15 13:00:00,0
N_001256,N_001886,2353.96,2023-05-15 14:00:00,0
N_001487,N_000827,5000.0,2023-05-15 14:00:00,0
N_000001,M_REC_000131,116.19,2023-05-15 14:00:00,1
N_001492,N_000132,161.13,2023-05-15 14:00:00,0
N_000196,N_000283,341.35,2023-05-15 14:00:00,0
N_001365,N_001413,2190.18,2023-05-15 14:00:00,0
N_000019,M_REC_000480,114.97,2023-05-15 15:00:00,1
N_000025,M_REC_000590,194.39,2023-05-15 15:00:00,1
N_001425,N_001211,3384.25,2023-05-15 15:00:00,0
N_000346,N_001783,3096.08,2023-05-15 15:00:00,0
N_000968,N_000747,5000.0,2023-05-15 15:00:00,0
N_001282,N_001644,1381.67,2023-05-15 15:00:00,0
N_000448,N_000040,55.68,2023-05-15 15:00:00,0
N_000905,N_001307,5000.0,2023-05-15 15:00:00,0
N_001702,N_001051,1446.79,2023-05-15 16:00:00,0
N_001505,N_001795,166.58,2023-05-15 16:00:00,0
N_000736,N_000743,1145.75,2023-05-15 16:00:00,0
N_000988,N_000858,592.9,2023-05-15 16:00:00,0
N_001812,N_000399,2033.18,2023-05-15 16:00:00,0
N_000037,M_REC_000437,183.74,2023-05-15 16:00:00,1
N_000005,M_REC_000354,178.4,2023-05-15 16:00:00,1
N_000260,N_000999,534.92,2023-05-15 17:00:00,0
N_000005,M_REC_000147,124.6,2023-05-15 17:00:00,1
N_001401,N_000100,611.31,2023-05-15 17:00:00,0
N_000049,M_ACT_000034,50.0,2023-05-15 17:00:00,1
N_000482,N_001783,243.26,2023-05-15 17:00:00,0
N_001403,N_001392,5000.0,2023-05-15 17:00:00,0
N_001729,N_001053,2592.76,2023-05-15 17:00:00,0
N_001412,N_001702,26.03,2023-05-15 17:00:00,0
N_001779,N_000246,230.04,2023-05-15 17:00:00,0
N_000499,N_001881,616.37,2023-05-15 18:00:00,0
N_001836,N_000433,5000.0,2023-05-15 18:00:00,0
N_001341,N_000656,1400.05,2023-05-15 18:00:00,0
N_000005,M_ACT_000232,100.0,2023-05-15 18:00:00,1
N_001155,N_001060,77.84,2023-05-15 18:00:00,0
N_000010,M_REC_000266,175.14,2023-05-15 18:00:00,1
N_000277,N_001598,461.6,2023-05-15 18:00:00,0
N_001452,N_001495,394.15,2023-05-15 18:00:00,0
N_001089,N_000548,1082.9,2023-05-15 18:00:00,0
N_000049,M_ACT_000436,50.0,2023-05-15 19:00:00,1
N_001483,N_001207,433.24,2023-05-15 19:00:00,0
N_001440,N_001863,933.2,2023-05-15 19:00:00,0
N_000558,N_001391,124.54,2023-05-15 19:00:00,0
N_001748,N_000898,407.98,2023-05-15 19:00:00,0
N_001585,N_001559,204.34,2023-05-15 19:00:00,0
N_000028,M_REC_000122,73.26,2023-05-15 19:00:00,1
N_000006,M_REC_000273,138.57,2023-05-15 19:00:00,1
N_000038,M_REC_000545,36.2,2023-05-15 19:00:00,1
N_000265,N_000916,287.59,2023-05-15 19:00:00,0
N_000129,N_001816,417.75,2023-05-15 19:00:00,0
N_001524,N_000724,206.58,2023-05-15 19:00:00,0
N_001386,N_000917,279.7,2023-05-15 19:00:00,0
N_001353,N_000350,615.95,2023-05-15 19:00:00,0
N_000333,N_001265,66.88,2023-05-15 19:00:00,0
N_000044,M_ACT_000078,500.0,2023-05-15 20:00:00,1
N_000983,N_000349,105.63,2023-05-15 20:00:00,0
N_000767,N_000034,3794.82,2023-05-15 20:00:00,0
N_001014,N_000284,539.97,2023-05-15 20:00:00,0
N_000540,N_000035,869.68,2023-05-15 21:00:00,0
N_000111,N_001833,297.84,2023-05-15 21:00:00,0
N_000185,N_001434,675.03,2023-05-15 21:00:00,0
N_000009,M_REC_000387,65.56,2023-05-15 21:00:00,1
N_000416,N_001744,3201.07,2023-05-15 21:00:00,0
N_000034,M_REC_000114,84.84,2023-05-15 21:00:00,1
N_000813,N_001918,126.98,2023-05-15 21:00:00,0
N_001585,N_001081,946.34,2023-05-15 21:00:00,0
N_000576,N_000447,5000.0,2023-05-15 22:00:00,0
N_000036,M_REC_000104,47.89,2023-05-15 22:00:00,1
N_001459,N_000765,5000.0,2023-05-15 22:00:00,0
N_000730,N_000347,159.29,2023-05-15 22:00:00,0
M_ACT_000034,N_001961,50.0,2023-05-15 22:00:00,1
N_000229,N_001236,1356.87,2023-05-15 22:00:00,0
N_000046,M_ACT_000436,500.0,2023-05-15 23:00:00,1
N_001497,N_000269,4138.93,2023-05-15 23:00:00,0
N_000043,M_REC_000280,190.01,2023-05-15 23:00:00,1
N_001778,N_001388,513.24,2023-05-15 23:00:00,0
N_000001,M_REC_000130,190.1,2023-05-15 23:00:00,1
N_000017,M_REC_000497,56.81,2023-05-15 23:00:00,1
N_001196,N_000841,37.03,2023-05-15 23:00:00,0
N_000021,M_REC_000098,45.7,2023-05-15 23:00:00,1
N_001409,N_001263,415.4,2023-05-15 23:00:00,0
N_000011,M_LAU_000018,30156.18,2023-05-16 00:00:00,1
N_000042,M_EXT_000319,100.0,2023-05-16 00:00:00,1
N_001952,N_001594,48.28,2023-05-16 00:00:00,0
N_000015,M_ACT_000041,100.0,2023-05-16 00:00:00,1
N_000047,M_LAU_000159,29818.61,2023-05-16 00:00:00,1
N_000032,M_EXT_000138,2000.0,2023-05-16 00:00:00,1
N_000042,M_EXT_000040,219.27,2023-05-16 00:00:00,1
N_000025,M_EXT_000450,100.0,2023-05-16 00:00:00,1
N_000031,M_EXT_000256,2000.0,2023-05-16 00:00:00,1
N_000013,M_EXT_000553,663.56,2023-05-16 00:00:00,1
N_000008,M_EXT_000517,1516.06,2023-05-16 00:00:00,1
N_000035,M_EXT_000515,2000.0,2023-05-16 00:00:00,1
N_000043,M_EXT_000444,1769.11,2023-05-16 00:00:00,1
N_000031,M_LAU_000011,27179.91,2023-05-16 00:00:00,1
N_000028,M_LAU_000062,47145.56,2023-05-16 00:00:00,1
N_000003,M_LAU_000071,32067.2,2023-05-16 00:00:00,1
N_000049,M_LAU_000279,23135.94,2023-05-16 00:00:00,1
N_000015,M_EXT_000400,1830.95,2023-05-16 00:00:00,1
N_000022,M_EXT_000174,545.72,2023-05-16 00:00:00,1
N_000010,M_EXT_000439,681.77,2023-05-16 00:00:00,1
N_000028,M_LAU_000298,20251.96,2023-05-16 00:00:00,1
N_000024,M_EXT_000108,421.83,2023-05-16 00:00:00,1
N_001462,N_000124,201.09,2023-05-16 00:00:00,0
N_000011,M_EXT_000390,174.5,2023-05-16 00:00:00,1
N_000038,M_LAU_000481,49606.54,2023-05-16 00:00:00,1
N_000030,M_LAU_000004,33458.05,2023-05-16 00:00:00,1
N_000023,M_EXT_000591,343.13,2023-05-16 00:00:00,1
N_000042,M_EXT_000300,2000.0,2023-05-16 00:00:00,1
N_000045,M_ACT_000497,500.0,2023-05-16 00:00:00,1
N_000045,M_EXT_000452,496.2,2023-05-16 00:00:00,1
N_000007,M_LAU_000233,38366.14,2023-05-16 00:00:00,1
N_001608,N_001803,2098.46,2023-05-16 00:00:00,0
N_000007,M_LAU_000437,48042.18,2023-05-16 00:00:00,1
N_000042,M_EXT_000078,158.88,2023-05-16 00:00:00,1
N_000032,M_LAU_000384,23184.5,2023-05-16 00:00:00,1
N_000029,M_LAU_000460,49442.95,2023-05-16 00:00:00,1
N_000019,M_LAU_000109,19788.12,2023-05-16 00:00:00,1
N_001501,N_000248,300.26,2023-05-16 01:00:00,0
M_LAU_000011,N_001999,4085.41,2023-05-16 01:00:00,1
N_001621,N_001749,355.7,2023-05-16 01:00:00,0
M_LAU_000011,N_001982,4428.18,2023-05-16 01:00:00,1
M_LAU_000233,N_001980,4703.16,2023-05-16 01:00:00,1
M_LAU_000071,N_001950,4488.22,2023-05-16 01:00:00,1
M_LAU_000071,N_001994,4371.86,2023-05-16 01:00:00,1
M_LAU_000298,N_001995,2662.56,2023-05-16 01:00:00,1
N_001834,N_001092,169.4,2023-05-16 01:00:00,0
N_001431,N_000112,5000.0,2023-05-16 01:00:00,0
M_LAU_000460,N_001985,8963.66,2023-05-16 01:00:00,1
M_LAU_000018,N_001964,4797.12,2023-05-16 01:00:00,1
M_LAU_000004,N_001998,7950.56,2023-05-16 01:00:00,1
M_LAU_000298,N_001988,2741.33,2023-05-16 01:00:00,1
N_000049,M_REC_000402,154.03,2023-05-16 01:00:00,1
M_LAU_000011,N_001999,4487.26,2023-05-16 01:00:00,1
M_LAU_000460,N_001969,9109.07,2023-05-16 01:00:00,1
N_000017,M_ACT_000191,200.0,2023-05-16 01:00:00,1
N_000370,N_001637,155.9,2023-05-16 01:00:00,0
M_LAU_000279,N_001991,3710.14,2023-05-16 01:00:00,1
M_LAU_000109,N_001955,4621.43,2023-05-16 01:00:00,1
M_LAU_000062,N_001993,5559.82,2023-05-16 02:00:00,1
M_LAU_000062,N_001997,5631.15,2023-05-16 02:00:00,1
M_LAU_000437,N_001966,5945.87,2023-05-16 02:00:00,1
N_000028,M_REC_000225,192.1,2023-05-16 02:00:00,1
M_LAU_000298,N_001957,2667.29,2023-05-16 02:00:00,1
N_001609,N_001561,5000.0,2023-05-16 02:00:00,0
M_LAU_000011,N_001958,4392.09,2023-05-16 02:00:00,1
M_LAU_000159,N_001968,3508.25,2023-05-16 02:00:00,1
M_LAU_000159,N_001980,3583.7,2023-05-16 02:00:00,1
M_LAU_000071,N_001972,4254.31,2023-05-16 02:00:00,1
M_LAU_000018,N_001980,5011.58,2023-05-16 02:00:00,1
M_LAU_000233,N_001967,4747.13,2023-05-16 03:00:00,1
M_LAU_000481,N_001996,6594.16,2023-05-16 03:00:00,1
N_000516,N_001281,1534.02,2023-05-16 03:00:00,0
M_ACT_000497,N_001972,500.0,2023-05-16 03:00:00,1
M_LAU_000279,N_001974,3766.86,2023-05-16 03:00:00,1
N_000001,N_001156,1149.61,2023-05-16 03:00:00,0
M_LAU_000437,N_001956,5522.82,2023-05-16 03:00:00,1
M_LAU_000481,N_001990,6543.42,2023-05-16 03:00:00,1
N_000517,N_001709,641.05,2023-05-16 03:00:00,0
N_000016,M_REC_000081,67.58,2023-05-16 03:00:00,1
M_LAU_000437,N_001999,5987.92,2023-05-16 03:00:00,1
N_000746,N_000896,1675.24,2023-05-16 03:00:00,0
