,gnn_proba
C805284167,0.9999988
C805293658,0.003533503
C805305980,1.39155145e-05
C805309764,0.0034878447
C805314376,4.6324218e-05
C80533051,0.0025043776
C805332774,0.0030044373
C805351096,0.00015519516
C805362237,0.0034594955
C80536301,1.2302773e-05
C8053812,1.2406633e-05
C805389708,4.307369e-05
C805399413,0.0025509077
C805423217,0.0034403396
C805428754,1.8734481e-05
C805430160,0.0034893185
C805430943,7.3536765e-05
C80543230,0.0045734085
C805441218,1.9667543e-05
C805449430,3.6260935e-05
C80545101,1.2414291e-05
C805451134,0.002517211
C805457887,1.2789268e-05
C805475002,0.0030141913
C80549485,0.00793382
C805502334,1.962432e-05
C805512473,0.0036303732
C805564074,4.9173665e-05
C805573260,1.968905e-05
C805584530,6.3433996e-05
C805587519,0.006495072
C805592496,0.004566608
C805596400,0.0025090398
C8056030,1.37551415e-05
C805607492,0.0025136312
C805615792,0.0044489456
C805621075,2.0354893e-05
C805649876,0.0025799125
C80565012,0.0035051485
C805659923,0.0006270775
C805663375,1.21739695e-05
C805669738,0.0035817965
C805681259,0.0044579073
C80569889,0.0047033024
C80570829,1.8628212e-05
C805714833,4.3887365e-05
C805715945,1.3992164e-05
C805718496,0.99999654
C805730821,0.0039358092
C805749438,0.004402827
C805767032,2.003516e-05
C805775205,0.0039140466
C805776817,0.9999999
C805777004,0.0025150196
C805785387,2.0752212e-05
C805800271,1.3264857e-05
C805811318,0.00013934371
C805814824,0.00011044359
C805815498,0.0041375407
C805842086,0.0030179997
C805844025,0.0001786196
C805847256,1.0
C805848005,0.00017899365
C805856760,0.0035038698
C805899173,4.7183094e-05
C805912404,0.9999987
C805918938,1.0
C805921085,0.003036956
C805924382,0.0053589074
C805937199,1.8765917e-05
C80598337,1.8204384e-05
C805988064,1.2866337e-05
C80600412,1.2696979e-05
C806009532,1.9492505e-05
C806013515,1.4455288e-05
C80603069,2.6935553e-05
C806063674,0.0035237079
C806070403,1.0
C806073817,0.0054807584
C806083492,1.4428554e-05
C806083623,1.9016437e-05
C806088656,0.007899507
C806092393,0.003510582
C806094179,1.4050317e-05
C806102788,1.2315181e-05
C806135483,1.8513432e-05
C806144160,0.0052846065
C806145630,0.9999969
C806153179,0.006883745
C806155910,0.0037965672
C806158684,0.0025117453
C806167812,0.0050001256
C806169802,0.0035105855
C806173530,4.5498935e-05
C80617493,0.0035997373
C8062246,0.0046603535
C806235161,5.785786e-05
C806241873,2.4511106e-05
C806252226,1.301564e-05
C806269732,1.28394195e-05
C806274684,0.004538141
C806278228,2.0771498e-05
C806294482,0.0071640876
C806300293,0.00011810645
C806302777,0.0030283474
C806305094,1.8662617e-05
C806314377,0.00016461339
C8063209,0.0035088698
C806323845,0.00018157854
C806333119,0.9999925
C80638100,1.2701678e-05
C806423162,2.4466593e-05
C806427086,1.3817591e-05
C806429623,0.0034669288
C806433298,0.003473992
C806435130,1.3183488e-05
C806437681,0.006198442
C806437930,0.9999943
C806446662,1.2525516e-05
C806448904,5.6144312e-05
C806451721,4.414745e-05
C80647663,1.9700808e-05
C80648434,0.0025076962
C806490688,5.7703684e-05
C806493795,1.2756099e-05
C806511566,2.4386158e-05
C80653271,0.0036702051
C806536586,0.00059409504
C806548937,2.7703896e-05
C806554100,0.0034918792
C806567273,0.0030256088
C806572439,1.3118473e-05
C806590326,2.0660194e-05
C806590394,1.0
C806604865,2.184158e-05
C806625521,1.2797601e-05
C806631373,0.0031090854
C806652999,0.0055957804
C806658920,0.0034774605
C80665917,0.0040906817
C806667375,2.076718e-05
C806670222,0.0034665714
C806674974,0.004482287
C806675906,0.003489083
C806676740,1.9408204e-05
C806687556,0.0035947128
C806688691,0.0035169986
C806703129,0.0035594786
C80673131,0.0025958463
C806755846,2.5649913e-05
C806756807,0.0035760202
C806766559,0.004685555
C806766605,1.9714114e-05
C806769154,0.9999999
C806787833,0.00011689727
C80679301,1.5725322e-05
C806793758,0.003513877
C806800687,0.004013898
C806804443,0.0037019134
C806807647,4.4983557e-05
C806867484,1.2701388e-05
C806870622,0.0010728984
C806874022,0.00441455
C806905548,0.0024982058
C806905883,1.3174916e-05
C806908987,1.8810566e-05
C806917038,0.9999999
C806920314,3.9387935e-05
C806950799,2.0691228e-05
C806971486,5.0152332e-05
C806991446,0.0030263471
C806996340,1.2243525e-05
C807009280,1.8706096e-05
C807025292,1.27874255e-05
C807035284,0.00406197
C807036782,0.0060867723
C807037304,0.0025534565
C807067616,1.2655334e-05
C807070067,0.00013474585
C807072084,6.66839e-05
C807088841,0.00892762
C807091049,1.0
C807091421,0.0036136124
C807103342,2.2924643e-05
C807121596,1.2350076e-05
C807122422,0.0037195927
C807123779,0.004624158
C807125765,0.004635886
C807131876,0.0024881565
C807132005,1.3176122e-05
C80713537,1.0
C807136521,0.0025736487
C807164817,0.002496811
C807172230,0.0024931666
C807173004,0.99999297
C807182775,0.004413309
C807188749,1.9967312e-05
C80719211,0.0035691096
C807193478,0.005433722
C807208740,0.0043897643
C807210147,1.3605761e-05
C80722712,4.9624545e-05
C80725084,2.8602455e-05
C807268977,1.8141336e-05
C807312866,2.1895718e-05
C807314133,0.00015358596
C807316421,1.0
C807320594,0.0062131635
C807349248,0.00013086447
C807352026,0.003480246
C807361812,0.002486505
C80737411,2.1225453e-05
C807376147,0.0024996558
C807378323,1.9515646e-05
C807401135,0.004493625
C807411585,0.004379618
C807423976,0.002505343
C80742561,1.8968947e-05
C807442144,0.00453428
C807448771,0.00022724867
C807473789,1.2624524e-05
C807473838,2.0338884e-05
C807485325,1.2401901e-05
C807505420,0.0031782386
C807506571,0.0047165467
C807545161,1.3244354e-05
C807553095,1.865888e-05
C807579405,1.868641e-05
C807586587,5.1009305e-05
C807587241,0.003532242
C807590288,1.9785044e-05
C807601979,0.0030481317
C807604201,0.9999995
C807606924,2.0376356e-05
C807628299,1.8621942e-05
C807647049,0.0061133173
C807653409,0.002507002
C807661050,1.4559549e-05
C807663188,0.0034950103
C807681639,0.0024889102
C807683542,0.0034477944
C807691791,0.003455283
C807703603,0.0030440602
C807729147,1.21858175e-05
C807735140,0.002588559
C807758050,0.0001728006
C807782883,0.0059737684
C807785026,4.3415646e-05
C807788887,0.0030201094
C807828067,0.0045114243
C807829922,0.003481584
C807841750,4.3224292e-05
C807863978,1.4759743e-05
C807880806,4.685488e-05
C8079009,1.8625547e-05
C807901859,0.004384463
C807907891,1.9478628e-05
C807911613,1.9248708e-05
C807917589,0.0025100326
C807918727,0.004634995
C807931297,1.31432425e-05
C807931439,1.5053806e-05
C807939692,0.004509191
C807979914,1.39137765e-05
C807983481,0.0025217575
C807984615,0.008589098
C807987840,1.41338405e-05
C807998987,1.0
C808060150,1.8357472e-05
C80806603,1.8783014e-05
C808076002,0.0025376254
C808081559,0.0045261905
C808110968,0.0036106934
C808118653,0.009607488
C808132872,0.004548719
C808152153,4.286577e-05
C808155358,1.553748e-05
C808166665,0.00357075
C808170702,0.0034982583
C808184173,0.002502237
C808204921,1.2337504e-05
C808209883,0.0045008147
C808217515,2.054067e-05
C808246117,0.0034624757
C808263860,4.4268825e-05
C808265690,1.778788e-05
C808297483,0.0025404706
C808302453,0.005285248
C808310770,0.004392267
C808320228,0.0025712594
C808320858,0.0037635397
C808321528,0.99999845
C808322392,4.036797e-05
C808323881,1.0
C808325085,0.0035164456
C808347062,1.6242353e-05
C808347188,0.003541951
C808347417,0.004828285
C808349974,0.005508232
C808361589,0.0060866256
C808371127,1.3002193e-05
C808376036,0.0035244012
C80837759,0.9999988
C8083838,0.99999547
C808430979,0.99999964
C808431804,4.317321e-05
C808432902,0.00011507978
C808455366,1.8846371e-05
C808472729,4.5562334e-05
C808503147,4.7514244e-05
C808503326,0.0040344205
C808515301,0.99999964
C808528635,1.0
C808532136,0.004656307
C808533488,2.1106905e-05
C808534536,1.0
C808545055,1.7870445e-05
C808555468,0.0025757882
C808562234,2.3061117e-05
C808565730,0.0035919056
C808569670,2.0204952e-05
C808572483,0.0035533735
C808578443,0.005158062
C8085869,0.004040871
C80859230,0.0035281042
C808595798,1.4431568e-05
C808596935,0.0003612601
C808620203,4.4487664e-05
C808661312,1.4148782e-05
C808668505,0.007984448
C808672038,1.3225649e-05
C808676453,1.3383321e-05
C808676515,1.9199462e-05
C808681689,1.9640573e-05
C80869024,1.3147116e-05
C808701406,0.003580995
C808720281,0.0036499524
C808722781,0.00452214
C808725007,2.4377277e-05
C808729520,0.0035029259
C808742232,0.0045619216
C808749428,9.118705e-05
C808764637,1.0
C808767907,0.9999989
C808779127,2.0315238e-05
C808784943,1.3420474e-05
C808804282,0.0034903137
C80882353,1.3512246e-05
C808831488,0.002512092
C808835755,0.003528478
C808844671,9.621319e-05
C80884871,0.0035775546
C808857032,0.0088406205
C808865053,0.0037390222
C808875552,0.00014086213
C808890248,1.909356e-05
C808891251,0.0011876781
C808895703,0.0035087345
C808896389,0.00011560066
C808899323,1.2469177e-05
C808906453,5.9537673e-05
C808911902,0.0045096944
C808915561,1.9417386e-05
C808916259,0.0031181006
C80892132,1.9894667e-05
C808926042,0.009459684
C808940670,1.8801777e-05
C808944326,5.7437417e-05
C808984940,1.3881531e-05
C80899446,0.002543349
C80899903,2.1286325e-05
C809006277,0.0054107327
C809008853,0.003637697
C809014026,4.946796e-05
C809034557,1.5454898e-05
C809038926,0.0009092254
C809054944,0.9999994
C809062302,0.0034970336
C809066141,0.000112861395
C809072542,4.7013637e-05
C80907280,0.0030138704
C809093040,1.5263591e-05
C809121886,0.0024972837
C809141640,2.0559857e-05
C80915045,0.0035842222
C809162256,0.006393492
C809165201,0.003486564
C809172618,1.9219944e-05
C809193071,0.00661711
C809202948,0.0025761693
C809206272,0.002492039
C809206674,1.2839444e-05
C809238801,0.005571634
C809242181,1.367332e-05
C809252568,0.004520917
C809263148,0.0053682406
C809263470,0.0035023033
C809265837,0.002563786
C809299379,0.002526125
C809311809,0.0043840175
C809314999,0.99999845
C809322593,0.0025233137
C80937584,0.00024557402
C809394176,0.00026506116
C809400506,0.0035915542
C809411171,0.0034764362
C809415190,1.2406384e-05
C809421762,0.9999937
C809424450,2.3759649e-05
C809445447,0.0035401108
C809447763,0.0035600082
C809449454,0.0024960726
C809456176,0.0030123806
C809469513,5.3203185e-05
C809479186,1.3228929e-05
C809502128,0.0025538758
C809513644,2.0930196e-05
C809515393,1.0
C80952646,1.8798657e-05
C809529123,0.0055733672
C809536309,0.003451153
C809563783,0.0035773083
C80957377,1.2309909e-05
C809575337,0.0036446294
C809592442,0.0024850387
C809598890,0.00012045421
C80961711,0.005508866
C809617614,0.004018016
C809628132,0.002526877
C809635908,1.34541e-05
C809643372,0.0035308546
C80965709,0.0030429214
C809664437,0.0025319073
C809667802,0.0025278192
C809671667,0.00014736418
C809677827,0.99999297
C809683747,0.9999945
C809689507,0.9549344
C809692317,2.9429906e-05
C80969750,1.3180696e-05
C809698179,0.003048903
C809703945,1.8806943e-05
C80976913,1.9002662e-05
C809769702,1.4288324e-05
C809777419,0.004676595
C809780300,0.0034720614
C809795627,5.2414962e-05
C809813061,0.0036066708
C809813770,0.0050669936
C809825961,0.0030431487
C809830689,0.002561346
C809832861,5.014812e-05
C809840013,0.0046905987
C809842568,0.003479639
C809876059,0.0030389992
C809883246,1.9620597e-05
C809883352,3.811059e-05
C809896663,0.0030840014
C809903796,0.003564873
C809905280,0.002485021
C809909474,0.0001043038
C809920773,0.0034470537
C809937592,1.2892536e-05
C809937754,0.002487037
C809963396,0.0052485294
C809970708,1.0
C809981028,1.9157269e-05
C809988702,5.9529728e-05
C810016551,0.0034887944
C810019644,2.4399953e-05
C810025914,0.0035639447
C810034866,1.291476e-05
C810042141,2.1703441e-05
C810055905,0.9999993
C810067857,7.525144e-05
C810087059,4.4517034e-05
C810088986,0.004679788
C81012044,0.0036380515
C810123810,2.0603135e-05
C810128073,0.00308144
C8101372,7.201111e-05
C810137979,0.0045649456
C810141042,5.258569e-05
C810141925,0.0035622688
C810145577,1.932161e-05
C810148746,0.005176686
C810161180,2.9078172e-05
C810168206,0.000119965225
C810170414,0.004550704
C81017101,0.0051677846
C81017589,0.003592481
C810184011,0.0035397476
C810186985,0.004374762
C81022107,1.5920608e-05
C810221553,5.0426213e-05
C81022467,0.00012132454
C810230246,0.0036157472
C810234640,0.0040320703
C810240916,0.0030042145
C810257606,0.004688471
C810260293,0.0035304371
C810268384,0.005215017
C810301531,1.272707e-05
C810305173,0.9999925
C810309320,1.8497054e-05
C810331441,0.00011131099
C810338498,0.0034964187
C810339410,0.0053838957
C810358289,0.00012828826
C810367799,0.0013057366
C810370014,1.8306264e-05
C810381319,0.0025252816
C810388327,7.625466e-05
C810398969,1.0
C810410016,4.7084526e-05
C810413951,1.0
C810416916,1.2358335e-05
C810443624,0.0007048236
C81045354,0.004474128
C810495778,0.0045755
C810505013,0.0034359267
C810505598,0.0033194383
C810516961,0.00033997753
C810525180,2.0220623e-05
C810534475,1.3233294e-05
C810536891,1.2637039e-05
C810539434,0.0026218102
C810541137,0.006114694
C810552146,0.9999989
C810567351,0.0035108074
C810576421,0.9999993
C810578632,1.2456259e-05
C810583802,0.0025747837
C810591075,0.9999987
C810607902,0.0035550557
C810627410,0.0034399913
C810627720,1.0
C810631086,1.575294e-05
C810633910,0.0035392598
C810643129,4.416783e-05
C810644658,0.0025460226
C810668011,3.616124e-05
C810668535,1.3808857e-05
C810672355,4.8133756e-05
C81067520,0.0025373138
C81068754,1.3146777e-05
C810692457,0.00011950828
C810702779,0.0024998302
C810710058,0.003475366
C810712537,0.0034699172
C81072284,0.0045776265
C810743215,0.004686082
C810756973,1.4922022e-05
C810784054,1.25303195e-05
C810790513,0.007356683
C810812783,1.0
C81081362,8.428923e-05
C810829291,1.3605514e-05
C810830825,0.00355489
C810886151,6.5747474e-05
C810924356,2.265329e-05
C810938905,0.0061797686
C810943806,1.95428e-05
C810954382,1.2656819e-05
C810954725,0.0054408824
C81095635,5.8727917e-05
C810968198,1.2339691e-05
C810987637,0.003454385
C810990895,1.9662986e-05
C811011044,0.0052363845
C811037326,0.00021940774
C811058053,0.0045058983
C81106472,0.0043991
C811066035,0.002525458
C811070108,1.3234139e-05
C811087485,0.0035530326
C811088274,0.0025376084
C811090586,0.004525295
C811092367,0.0034894845
C811095070,0.0045370683
C811095300,2.4499326e-05
C811109230,0.0036495621
C811117321,0.0053750346
C811120064,0.0044622454
C811146626,0.002557718
C811150293,1.3433432e-05
C81117326,1.2322383e-05
C811186335,1.5589918e-05
C811186354,0.0035263845
C811198588,0.0062973634
C811205461,3.2940836e-05
C81120628,2.015949e-05
C81120775,1.8976112e-05
C811237012,0.00406388
C811242646,1.0
C811245114,1.875325e-05
C811248270,0.0049566478
C811253217,4.3601027e-05
C811273575,1.0
C811296954,0.0040880097
C811323074,1.8305565e-05
C81133890,0.99818534
C811338954,1.0
C811358755,7.8050194e-05
C811362525,0.9999926
C811365494,1.9651176e-05
C811373217,0.0036171214
C811374370,1.4736577e-05
C811382422,0.003507851
C81140313,0.0036204176
C811413419,0.0008655776
C811417392,1.8324745e-05
C811423567,1.8326282e-05
C811425759,0.999997
C811427115,0.007000526
C811430365,0.006137845
C811430947,2.0610916e-05
C811448398,1.3174062e-05
C811449258,0.035102416
C811455437,0.002565763
C811461856,0.0025766632
C811465395,0.0035260294
C811481757,0.0044513666
C811495688,0.0034758698
C811521780,0.0034965319
C811523054,1.2574624e-05
C811525134,0.0026409118
C811527137,2.0758269e-05
C811533844,0.004666764
C811536938,0.0025017837
C811544957,0.0025292689
C811562034,0.9999999
C811567174,4.473808e-05
C811597470,1.2250953e-05
C811597806,1.9767409e-05
C811598325,0.0036890307
C811607037,3.87211e-05
C811607325,0.0034816072
C811618849,0.002486007
C811677600,5.0483035e-05
C811679405,0.0034936466
C811688134,0.0045769783
C81169949,0.0051663825
C811726592,1.92749e-05
C811733453,2.0295602e-05
C811737207,0.0025524672
C811755200,1.309164e-05
C811798239,1.2226255e-05
C811803779,0.0032845577
C811809281,1.30275375e-05
C811812895,0.0035358374
C811820414,4.8782036e-05
C811825988,1.2608077e-05
C811848204,1.2428624e-05
C811857761,0.0035263896
C811865766,0.0025094335
C811867840,0.0024908122
C811871132,1.8923289e-05
C811886514,0.0037365954
C811893014,0.0031779895
C811894007,0.003026793
C811902914,0.0024952523
C811931198,0.0025276896
C811942737,4.893864e-05
C811947733,0.99999976
C811952524,0.0009997179
C811969419,1.3210043e-05
C811973584,1.6043025e-05
C811975379,0.0031105545
C811991797,4.8037735e-05
C812001868,1.0
C812006520,0.0024925629
C812030453,0.004454844
C812039379,0.002511337
C812049204,0.0035000423
C812069556,1.4449168e-05
C812077277,0.0034809357
C812080386,0.0052265376
C81209198,0.0025386927
C812106874,0.003504356
C812109249,0.0035164887
C812114095,0.024929356
C812117475,0.99999857
C812119612,2.2092525e-05
C812136906,0.0034785878
C812141589,0.0052842703
C812170168,4.939532e-05
C812191178,5.0898278e-05
C81223294,0.0024934595
C812233241,7.7949044e-05
C812257459,1.286873e-05
C812285380,5.5125325e-05
C812294110,1.2930745e-05
C812305038,1.2286475e-05
C812331836,0.9999987
C812335918,0.00013099382
C812350277,1.889251e-05
C812357711,1.9933183e-05
C81236252,0.0001439002
C812366650,0.0025245082
C812377203,0.0034940639
C812377986,0.9985537
C812379649,1.619291e-05
C812381768,0.0025046137
C812387198,2.5298728e-05
C81240413,4.416922e-05
C812415735,0.003043438
C812417117,0.005371001
C812418235,0.0036560264
C812423980,7.705861e-05
C812429472,2.0297111e-05
C81243983,4.5997458e-05
C812468948,2.879812e-05
C812471769,0.0035335547
C812501765,0.0025120154
C812512392,1.0
C812513816,2.0116835e-05
C812521992,1.3279528e-05
C812533760,1.354145e-05
C812534687,0.003006326
C812544678,0.0044501578
C812547474,2.1408616e-05
C812547932,0.0061545228
C812554394,0.0025413951
C812560767,0.00010587578
C812586739,2.8308597e-05
C812599847,2.0918444e-05
C812604311,0.00457154
C812605612,0.004428014
C812613458,0.9999988
C812623152,0.0036478443
C812628847,0.004785753
C812649916,1.2361787e-05
C812656586,1.8046778e-05
C812667470,0.0034774505
C81267169,2.499377e-05
C812672147,0.00019433284
C812692879,1.0
C812695424,0.0025177046
C812702732,1.2999935e-05
C812729010,0.004052985
C812733074,0.00249812
C812741138,0.0025284498
C812742577,0.00043366995
C812745809,1.9377687e-05
C812748299,1.2757473e-05
C812756637,4.377088e-05
C812758226,0.0048405468
C812768236,0.004074698
C812775216,1.9568575e-05
C812783129,0.003473111
C812784105,2.3137292e-05
C812809934,0.0035045557
C812815301,0.005202283
C812828185,2.6395828e-05
C812835744,0.0025909953
C812840959,0.0034905653
C812881415,0.0031094917
C812890513,0.0035795304
C81289846,2.529668e-05
C812898619,0.0025129558
C812907994,0.0052276086
C812912931,0.00076100853
C812937095,4.4882087e-05
C812937495,0.0045701945
C812947888,0.0044944054
C812961940,0.002542257
C81298953,0.006922259
C81299055,5.919166e-05
C812990933,0.0030293714
C813018409,0.0025965131
C813022748,0.004375921
C813026162,0.00015248614
C813035215,1.4015201e-05
C813043297,5.9065358e-05
C813054432,5.2268468e-05
C813057034,1.923755e-05
C813060865,0.0026246293
C81306291,0.0034826067
C813067145,0.002596812
C81306796,0.003596684
C813071373,6.448333e-05
C813073315,0.0051000025
C813075830,0.004413701
C813110843,1.5550379e-05
C813115168,0.99999905
C813115951,2.1093323e-05
C813117331,0.0035487216
C813119953,8.640699e-05
C813136232,0.0025128948
C813144515,2.0276486e-05
C813162390,0.0035589766
C813165216,0.99999917
C813183422,0.003127818
C813187277,0.004551108
C813187742,0.002509843
C813199945,9.9066914e-05
C81320644,0.004550071
C813214448,2.4160441e-05
C813223843,4.655282e-05
C813237501,0.002689071
C813245372,0.0058686645
C813252517,0.0052506956
C813254465,0.002486123
C81325631,0.0024939328
C813282794,0.00014315867
C813290695,4.5844932e-05
C813302408,0.0065956363
C81330894,0.00366292
C813309845,0.00470264
C813332962,0.0035393368
C813355049,1.839985e-05
C813355829,0.004116306
C813362509,1.3509399e-05
C813368551,1.8755683e-05
C813409909,0.004725616
C813411743,2.4489053e-05
C813414164,0.0030090671
C813418223,8.145211e-05
C813428643,0.0030564463
C813431438,0.0036378477
C813433999,2.1423524e-05
C813438075,1.347097e-05
C813467205,0.005210828
C813469657,4.5124478e-05
C813491084,0.0035823137
C813505286,0.0046282243
C813515457,0.0002728769
C813518027,0.003524237
C813528210,0.0030439533
C813565188,0.0045742486
C813567277,0.0035902746
C813573848,0.0034964783
C813605665,0.00018503088
C81361169,0.0025106284
C813617592,0.0061130365
C813630717,0.0030144106
C813631424,0.0030439154
C813644340,6.425346e-05
C813674546,1.2487432e-05
C813692937,0.00362151
C81369652,1.6202717e-05
C813701633,1.0
C813701738,1.9188079e-05
C813747060,0.0045939162
C813752050,0.0025191396
C813762314,1.926536e-05
C813776803,0.0035615275
C813812644,0.0045736823
C813824588,0.005103066
C813852044,0.99999535
C813860480,1.21788935e-05
C813877904,0.0035612718
C813887438,0.0035307202
C813888771,0.005555615
C813924354,0.0044209943
C813926766,1.9266701e-05
C813928561,0.0034645575
C813936493,0.999997
C813939162,0.0040822695
C813957897,0.00024434415
C813959232,1.2620563e-05
C813979686,1.3713921e-05
C81399313,1.315217e-05
C81400718,1.8401905e-05
C814044762,2.0007266e-05
C814050193,2.0170317e-05
C814059634,0.0034981272
C814063635,0.002521741
C81407031,1.2689863e-05
C814077649,2.5078027e-05
C814078752,1.2776199e-05
C814082005,2.1225049e-05
C814090580,2.9434874e-05
C814104058,5.2046482e-05
C814112199,0.0035804694
C814128000,0.0034502558
C814137103,0.00554311
C814146388,0.002558594
C814150801,1.0
C814169140,0.0025653644
C814170253,0.00483921
C814206994,1.877927e-05
C81420712,0.00843455
C814209554,0.0034348
C814221785,1.28913925e-05
C814224185,4.9099912e-05
C814242784,0.0025932551
C814260653,1.2457946e-05
C814262380,1.9409998e-05
C814264546,0.004569125
C814270414,1.2959582e-05
C814292756,0.002523015
C814296672,0.99966025
C814298586,0.0035577626
C814301429,1.4635905e-05
C814307336,0.0025179978
C814313020,1.4794439e-05
C814315121,1.43719735e-05
C814329932,1.2870007e-05
C814341840,1.3965729e-05
C814345778,0.9999957
C814371829,0.0025320337
C814380645,2.0644577e-05
C814390733,0.0025267834
C814408370,3.369276e-05
C8144135,0.003487469
C814413517,0.9999987
C81441417,2.0391284e-05
C814441224,2.1973368e-05
C814456139,0.002539098
C814466553,1.0
C814473635,0.9997844
C814485349,1.3124504e-05
C814498904,0.0045323907
C814507748,2.1348678e-05
C814509287,0.0035608488
C814521902,0.0035303375
C814523244,1.5116932e-05
C814528974,0.9999988
C814530038,0.0036448787
C814531128,0.0046117166
C814533785,0.0047801966
C814545262,0.0055283946
C814601937,0.0055424897
C814618551,4.743583e-05
C814629963,0.002517666
C814661637,0.00041278
C814668091,0.0043916046
C814668440,0.0025287766
C814669332,0.004484858
C814677233,0.0025099122
C814678658,2.2477883e-05
C814687019,0.0045286748
C814694245,0.0026315963
C814696846,1.2648722e-05
C81470000,1.9896603e-05
C814715320,1.9855546e-05
C814716597,0.99998426
C814720871,1.2284413e-05
C814730426,0.0071994197
C814731172,0.0025093788
C814750883,0.0035972379
C814764360,1.7962779e-05
C814770200,0.00031669016
C814771117,0.0055212257
C814778953,1.3315986e-05
C814787357,4.725785e-05
C814793654,0.0052444036
C814799507,2.7879027e-05
C814814042,2.1152166e-05
C814821101,0.0031103166
C814847610,0.0046737674
C814849098,0.0034576105
C814855890,0.0025761926
C814861179,4.4069173e-05
C814886797,1.0
C814900844,2.0475758e-05
C81491116,0.0037794597
C814917591,1.886072e-05
C814921428,0.0025495575
C814923231,0.004132855
C814929325,0.003669356
C814930485,5.2374646e-05
C814942621,0.0034883954
C81498269,0.0045478367
C815002175,4.737056e-05
C815014061,2.4726398e-05
C815024088,1.3663465e-05
C815040152,8.9442685e-05
C815040581,0.003457602
C815064012,0.0060130954
C815065594,1.0
C815066693,0.0030407652
C815071260,0.0035636057
C815089326,1.3910353e-05
C815090052,0.0028295494
C815090210,0.00015456059
C815095807,0.003711736
C815114022,2.5236413e-05
C815155960,3.0373089e-05
C815163513,0.00461831
C815165985,0.002522597
C815177264,0.0034833383
C815195284,0.9999949
C815196841,1.9449151e-05
C815202004,0.0025556048
C815202959,0.0036380966
C815203541,0.003560527
C815212639,1.3445531e-05
C815213989,0.00023661564
C815215521,0.0044128634
C815217326,0.0026565176
C815232328,1.9901821e-05
C815238110,0.0045697475
C815264031,8.738559e-05
C81527201,0.0034941633
C815279404,0.9999964
C815280712,0.0005460511
C81528968,2.5639567e-05
C815315430,1.0
C815318724,0.002537763
C815340244,0.0035675124
C815346750,0.004376914
C815361686,1.9617397e-05
C815368136,0.0047048363
C815371581,0.0035384307
C815377652,1.2461071e-05
C815382321,0.0040899827
C815388186,0.006855147
C815431702,5.7629008e-05
C815448936,0.0035341543
C815463219,0.00307772
C815464450,0.004145121
C815477904,0.00016125692
C81548634,0.0045248414
C815510585,0.0053010397
C815521666,1.9554975e-05
C815544341,1.0
C815547467,2.0516825e-05
C815549963,0.0031223097
C815551510,0.0045201336
C815554398,4.813366e-05
C815561296,0.003498742
C815577137,0.0034660215
C8155923,4.5905042e-05
C81561383,1.3458861e-05
C815628563,1.0
C815641173,1.9581736e-05
C815650906,1.3616742e-05
C815652585,0.00020547226
C815661234,0.0024962632
C815677236,2.1646823e-05
C815687396,0.00013443193
C815688667,0.0035321082
C815691967,1.3779508e-05
C815692184,1.9454363e-05
C815701941,0.0030192365
C815707331,0.000113140915
C81570993,0.0035018255
C815712451,0.0030244642
C815714353,4.3373188e-05
C815722490,2.384129e-05
C815749198,0.0035805884
C815757003,0.0030320035
C815766002,0.0045145047
C815806027,4.914423e-05
C815822986,0.0034770013
C815834625,1.8312114e-05
C815851600,4.7947753e-05
C81585635,1.0
C815865769,0.0037050731
C815871043,0.0034927556
C81587291,0.9999999
C815873622,1.2646105e-05
C815905200,2.4065148e-05
C815922157,4.8884533e-05
C815925604,2.8199738e-05
C815975038,1.9241475e-05
C81597641,1.3335913e-05
C815986091,0.0025182387
C815991105,0.030633507
C816015114,1.43413745e-05
C816016875,1.8655892e-05
C816020099,1.3604645e-05
C816020674,0.0035380574
C816029794,2.0900257e-05
C81603459,1.2426894e-05
C81605396,0.0024995082
C816064707,1.0
C816067748,0.00018297153
C816078081,0.0025255205
C816089257,0.005477201
C816107658,0.003455104
C816115477,0.0043771425
C816129508,1.0
C816143909,0.0025333911
C816155766,0.00087837543
C816162705,0.0049721505
C816164448,1.7892035e-05
C816178418,1.8518853e-05
C8161969,0.0035457872
C816201936,0.0035951808
C816204183,1.3441685e-05
C816242963,1.0
C816243523,0.095089525
C81624430,0.0035029259
C816250914,2.5184701e-05
C816260789,0.002560966
C81626962,0.0035313345
C816282745,1.9967067e-05
C816288737,1.3682948e-05
C816307952,0.0032329194
C81631385,1.9897741e-05
C816315846,0.99999607
C816336595,0.0052116713
C816369946,0.0034818253
C816379562,0.0024948309
C81639848,1.31023435e-05
C81641954,0.0039041836
C816427242,4.009045e-05
C816435430,0.0024916905
C816440978,0.0034423035
C816480534,1.50787355e-05
C816488539,3.8647948e-05
C816523565,0.0024911228
C816559571,0.003494477
C816561663,1.2558013e-05
C816574577,1.2633014e-05
C816606870,0.0036143216
C816607507,0.004087812
C816632331,0.0035111695
C81663502,3.8202437e-05
C816637073,0.006717483
C816637876,0.0049123047
C816641784,1.2469165e-05
C816642294,0.0025493589
C816643331,0.0056750374
C816657572,0.003488619
C816662734,1.2186666e-05
C816664053,6.692828e-05
C81666560,0.003505935
C81666615,2.8027991e-05
C816666720,0.0035450528
C816678070,0.0034852454
C816680769,0.0034539928
C816693856,0.0030201152
C81669462,1.3399655e-05
C816706985,1.3052137e-05
